video_id,title_current,upload_date,duration,view_count,like_count,comment_count,has_captions,description_length,thumbnail_url,upload_year,duration_seconds,authority_score,probable_tier,era,type,primary_anchor,secondary_anchor,canonical_status,notes
6JKQ2dUaADs,iZLET - U svijetu bajki | OFFICIAL VIDEO,2024-11-25,PT4M21S,339,17,1,False,425,https://i.ytimg.com/vi/6JKQ2dUaADs/maxresdefault.jpg,2024,261,51.02,C,,,,,raw,
aCgUlI4lDr0,Da ja nisam dolazio džaba – Braća Kumerle u radnim mandurama 🔥 #shorts #hrvatska,2024-11-09,PT17S,1980,67,11,False,681,https://i.ytimg.com/vi/aCgUlI4lDr0/maxresdefault.jpg,2024,17,65,C,,,,,raw,
s21PRbXZTME,"O Hrvatske majke što ste propatile, suze Vaše nisu uzaludne bile! #hrvatska #shorts",2024-10-14,PT43S,1428,69,6,False,742,https://i.ytimg.com/vi/s21PRbXZTME/maxresdefault.jpg,2024,43,61.9,C,,,,,raw,
qjs8RLEHJAM,"Braća Kumerle - Lijepa naša domovino (Društvo Hrvatskih književnika, Zagreb, 7. listopada 2024.)",2024-10-10,PT2M4S,331,20,4,False,1460,https://i.ytimg.com/vi/qjs8RLEHJAM/sddefault.jpg,2024,124,58.98,C,,,,,raw,
b0Bif-cR0mU,"Braća Kumerle - Vilo Velebita | DHK Zagreb, 7.10.2024. LIVE 🇭🇷",2024-10-09,PT3M13S,1226,37,9,False,1870,https://i.ytimg.com/vi/b0Bif-cR0mU/sddefault.jpg,2024,193,65.0,C,,,,,raw,
kP1ZoaZoIl0,"Braća Kumerle - Rodila me majka Hrvatica | DHK Zagreb, 7.10.2024. LIVE 🇭🇷",2024-10-08,PT3M45S,807,67,12,False,1450,https://i.ytimg.com/vi/kP1ZoaZoIl0/sddefault.jpg,2024,225,65,C,,,,,raw,
reoBaXn5bS0,Mene moja naučila mati 🇭🇷 | Vilo Velebita – Braća Kumerle #shorts #hrvatska,2024-10-07,PT16S,110188,1797,98,False,949,https://i.ytimg.com/vi/reoBaXn5bS0/sddefault.jpg,2024,16,65,C,,,,,raw,
ziMMzpBfSNo,Gradit ćemo zajedno ljepši novi DOM 🇭🇷 | Hiltice + Braća Kumerle #shorts,2024-10-06,PT13S,2869,68,1,False,795,https://i.ytimg.com/vi/ziMMzpBfSNo/maxresdefault.jpg,2024,13,51.02,C,,,,,raw,
Y-n0aeBZcHs,SVOJ NAROD HRVAT LJUBI – isječak himne iz DHK #shorts 🇭🇷,2024-09-24,PT16S,1269,33,1,False,773,https://i.ytimg.com/vi/Y-n0aeBZcHs/maxresdefault.jpg,2024,16,51.02,C,,,,,raw,
UutzrUu7DsE,"Bože čuvaj Hrvatsku - Petar Kumerle (Društvo hrvatskih književnika, Zagreb, 18.6.2024.) #shorts",2024-09-24,PT27S,1710,62,6,False,813,https://i.ytimg.com/vi/UutzrUu7DsE/maxresdefault.jpg,2024,27,61.9,C,,,,,raw,
XjxpRZaWCgQ,ZEMLJA DIDE MOG - Braća Kumerle | iZLET,2024-08-26,PT3M24S,662,50,12,False,813,https://i.ytimg.com/vi/XjxpRZaWCgQ/maxresdefault.jpg,2024,204,65,C,,,,,raw,
mgXu_i6Aemo,Vraćam se Zagrebe tebi - Braća Kumerle | iZLET,2024-08-22,PT3M7S,659,38,6,False,809,https://i.ytimg.com/vi/mgXu_i6Aemo/maxresdefault.jpg,2024,187,61.9,C,,,,,raw,
EWziHN3oFk0,"Rajska Djevo, kraljice Hrvata - Braća Kumerle | iZLET",2024-08-14,PT2M18S,1882,127,30,False,1081,https://i.ytimg.com/vi/EWziHN3oFk0/maxresdefault.jpg,2024,138,65,C,,,,,raw,
IwSwfLdVwEM,iZLET - Igraj Donna | OFFICIAL VIDEO,2024-08-05,PT3M18S,1351,26,2,False,603,https://i.ytimg.com/vi/IwSwfLdVwEM/sddefault.jpg,2024,198,54.54,C,,,,,raw,
o7Rcmbt9OuI,Braća Kumerle - Moj Kupresu legendo Hrvata | iZLET,2024-07-18,PT4M20S,640,38,10,False,388,https://i.ytimg.com/vi/o7Rcmbt9OuI/sddefault.jpg,2024,260,65,C,,,,,raw,
NKT_6XYqDFA,"Bože čuvaj Hrvatsku - Braća Kumerle (iZLET) | DHK Zagreb, 18.6.2024. LIVE 🇭🇷",2024-06-18,PT3M23S,541,22,6,False,1652,https://i.ytimg.com/vi/NKT_6XYqDFA/sddefault.jpg,2024,203,61.9,C,,,,,raw,
pp3jWW1gad8,"Majčin skut - Braća Kumerle (iZLET) | DHK Zagreb, 18.6.2024. LIVE 🇭🇷",2024-06-18,PT4M40S,190,18,4,False,1247,https://i.ytimg.com/vi/pp3jWW1gad8/sddefault.jpg,2024,280,58.98,C,,,,,raw,
CkKXdThtfnU,"Lijepa naša domovino - Braća Kumerle (iZLET) | DHK Zagreb, 18.6.2024. LIVE 🇭🇷",2024-06-18,PT2M2S,418,37,3,False,1277,https://i.ytimg.com/vi/CkKXdThtfnU/sddefault.jpg,2024,122,57.04,C,,,,,raw,
Lr_3YjBUHrw,Moj Dinamo Premijera - 5000 Navijača u Ciboni 💙⚽ #dinamo,2024-05-18,PT30S,2733,67,2,False,1142,https://i.ytimg.com/vi/Lr_3YjBUHrw/maxresdefault.jpg,2024,30,54.54,C,,,,,raw,
DpNWzdt_0C8,FILM - Idemo kroz život 🎵🎶 (braća Kumerle cover),2024-04-29,PT4M9S,428,20,5,False,450,https://i.ytimg.com/vi/DpNWzdt_0C8/maxresdefault.jpg,2024,249,60.56,C,,,,,raw,
9UEfK9UCgVo,iZLET - Ne žurim (Braća Kumerle @ Podcast Velebit) 9.4.2019.,2024-04-20,PT3M3S,618,27,8,False,509,https://i.ytimg.com/vi/9UEfK9UCgVo/maxresdefault.jpg,2024,183,64.08,C,,,,,raw,
xp-f5vjciCk,iZLET - Moj Dinamo | OFFICIAL VIDEO,2024-03-17,PT2M34S,69445,638,56,True,2791,https://i.ytimg.com/vi/xp-f5vjciCk/maxresdefault.jpg,2024,154,75,A,,,,,raw,
M5VdBtZh2qA,Dubo Remix ⚡ energija koja pokreće! #shorts #hrvatska,2024-02-21,PT25S,672,27,0,False,822,https://i.ytimg.com/vi/M5VdBtZh2qA/maxresdefault.jpg,2024,25,45.0,C,,,,,raw,
58jdX24weGE,iZLET – Božićna idila | OFFICIAL VIDEO,2023-12-22,PT3M49S,1154,59,18,False,2116,https://i.ytimg.com/vi/58jdX24weGE/maxresdefault.jpg,2023,229,65,C,,,,,raw,
CJ2hgubiQo4,Bogdanovci moji 🇭🇷🕊 | HOS-ovac Ivica Jurčan – ratna pjesma iz 1991. #shorts #vukovar,2023-11-07,PT57S,8486,309,14,False,2666,https://i.ytimg.com/vi/CJ2hgubiQo4/maxresdefault.jpg,2023,57,65,C,,,,,raw,
ttn9FCTc3PM,Hrvatske Gerile - Himna Heroja Vukovara 🎖️🇭🇷 | Braća Kumerle,2023-10-29,PT1M,4943,121,4,False,2117,https://i.ytimg.com/vi/ttn9FCTc3PM/maxresdefault.jpg,2023,60,58.98,C,,,,,raw,
o02z8L8gOn0,iZLET - Sjever Uz Odsutne | OFFICIAL VIDEO,2023-10-10,PT2M20S,91624,1091,151,False,3379,https://i.ytimg.com/vi/o02z8L8gOn0/maxresdefault.jpg,2023,140,65,C,,,,,raw,
6btrsbTtJeM,iZLET - Dotepenci,2022-12-10,PT3M27S,937,30,9,False,797,https://i.ytimg.com/vi/6btrsbTtJeM/maxresdefault.jpg,2022,207,65.0,C,,,,,raw,
c50YNCfEveM,iZLET -  Pod ovim nebom | OFFICIAL VIDEO,2022-05-06,PT2M58S,737,44,4,False,420,https://i.ytimg.com/vi/c50YNCfEveM/sddefault.jpg,2022,178,58.98,C,,,,,raw,
CScTvW2KtMI,iZLET - Džomba | OFFICIAL VIDEO,2022-03-26,PT3M6S,260,11,3,False,512,https://i.ytimg.com/vi/CScTvW2KtMI/maxresdefault.jpg,2022,186,57.04,C,,,,,raw,
6m4huc6E1-c,iZLET – Čovjek moli Boga,2022-03-06,PT4M11S,333,18,5,False,2247,https://i.ytimg.com/vi/6m4huc6E1-c/maxresdefault.jpg,2022,251,60.56,C,,,,,raw,
TwXdxN0iMbI,Himna 124. Vukovarska Brigada 🎖️🇭🇷 | Braća Kumerle (Official Video),2021-12-21,PT5M18S,6688,93,9,False,2760,https://i.ytimg.com/vi/TwXdxN0iMbI/maxresdefault.jpg,2021,318,65.0,C,,,,,raw,
ggKfXgO-tqI,iZLET - Hrvatski Trolist,2021-12-04,PT4M23S,2687,106,8,False,401,https://i.ytimg.com/vi/ggKfXgO-tqI/maxresdefault.jpg,2021,263,64.08,C,,,,,raw,
utQwTIvZcxI,Jura Stublić - Gdje sam bio ne pitaj me 🎵🎶 (braća Kumerle cover),2021-09-21,PT3M43S,4872,180,26,False,915,https://i.ytimg.com/vi/utQwTIvZcxI/sddefault.jpg,2021,223,65,C,,,,,raw,
rRNezC9CS2A,Eric Clapton - This Has Gotta Stop (Kumerle Brothers acoustic cover),2021-09-01,PT3M35S,1971,67,10,False,1777,https://i.ytimg.com/vi/rRNezC9CS2A/maxresdefault.jpg,2021,215,65,C,,,,,raw,
hx0FveDZWXw,iZLET - Neka slatko boli (Ljubav liječi sve),2021-07-19,PT4M37S,329,14,2,False,1030,https://i.ytimg.com/vi/hx0FveDZWXw/hqdefault.jpg,2021,277,54.54,C,,,,,raw,
dq4DM5n_q0E,Iron Maiden - Aces high (Instrumental cover by Kumerle brothers) 2021,2021-06-10,PT4M35S,237,14,4,False,546,https://i.ytimg.com/vi/dq4DM5n_q0E/maxresdefault.jpg,2021,275,58.98,C,,,,,raw,
TdmNgEb4Dy8,iZLET - Tvoje je pitanje totalno suvišno,2021-06-04,PT4M33S,276,10,1,False,1039,https://i.ytimg.com/vi/TdmNgEb4Dy8/maxresdefault.jpg,2021,273,51.02,C,,,,,raw,
RIMjp8vhOcE,iZLET - Konji od žada,2021-06-03,PT5M40S,360,16,1,False,1236,https://i.ytimg.com/vi/RIMjp8vhOcE/sddefault.jpg,2021,340,51.02,C,,,,,raw,
0VvUpR_IMIY,iZLET - Doživljaj,2021-06-02,PT3M11S,256,16,3,False,724,https://i.ytimg.com/vi/0VvUpR_IMIY/maxresdefault.jpg,2021,191,57.04,C,,,,,raw,
z8WtJjLURDc,iZLET - Autori nalaze smisao,2021-06-01,PT4M35S,163,11,2,False,938,https://i.ytimg.com/vi/z8WtJjLURDc/maxresdefault.jpg,2021,275,54.54,C,,,,,raw,
l811vDOLeIw,iZLET - Postoji samo jedan Bog,2021-05-30,PT3M8S,450,23,5,True,1108,https://i.ytimg.com/vi/l811vDOLeIw/maxresdefault.jpg,2021,188,70.56,A,,,,,raw,
3gkz1TgqFpU,iZLET - Oltar spasa,2021-05-29,PT5M15S,272,18,3,True,1429,https://i.ytimg.com/vi/3gkz1TgqFpU/sddefault.jpg,2021,315,67.04,B,,,,,raw,
AltC9RZWsd4,iZLET -  Znakovlje Hrvata,2021-04-16,PT3M43S,2561,116,18,True,1549,https://i.ytimg.com/vi/AltC9RZWsd4/sddefault.jpg,2021,223,75,A,,,,,raw,
35VtHrOkcaQ,iZLET - Vitez Jure | Pjesma o XIX. Bojna HOS Vitez Jure Francetić,2021-04-11,PT3M18S,57984,787,68,False,2119,https://i.ytimg.com/vi/35VtHrOkcaQ/maxresdefault.jpg,2021,198,65,C,,,,,raw,
EwO_scny9dc,iZLET - Zašto Šutim | OFFICIAL VIDEO,2021-02-26,PT3M54S,435,20,4,False,1238,https://i.ytimg.com/vi/EwO_scny9dc/sddefault.jpg,2021,234,58.98,C,,,,,raw,
HjTyNUoC7pk,Hvalospjev ljubavi 🎵🎶 (braća Kumerle cover),2021-02-17,PT3M29S,664,29,3,False,1260,https://i.ytimg.com/vi/HjTyNUoC7pk/sddefault.jpg,2021,209,57.04,C,,,,,raw,
WzluO7jci3k,iZLET - Koza u velegradu,2021-02-04,PT3M1S,810,34,5,False,595,https://i.ytimg.com/vi/WzluO7jci3k/maxresdefault.jpg,2021,181,60.56,C,,,,,raw,
-yytBsUO7vg,iZLET - Samo tamo | OFFICIAL VIDEO,2021-01-30,PT3M37S,593,19,5,False,1085,https://i.ytimg.com/vi/-yytBsUO7vg/sddefault.jpg,2021,217,60.56,C,,,,,raw,
SNlx6WMI-pA,iZLET & Ivica Jurčan - Bogdanovačka Kalvarija | OFFICIAL VIDEO,2020-12-13,PT3M31S,5324,89,13,False,2676,https://i.ytimg.com/vi/SNlx6WMI-pA/maxresdefault.jpg,2020,211,65,C,,,,,raw,
mnm1PQdDBCA,iZLET - Tvoja njedra | OFFICIAL VIDEO,2020-07-23,PT5M14S,669,19,3,False,912,https://i.ytimg.com/vi/mnm1PQdDBCA/sddefault.jpg,2020,314,57.04,C,,,,,raw,
sAWssQ-lNtk,iZLET - Frane Tente | Pjesma o domoljubu,2020-05-13,PT5M9S,18244,518,80,False,3836,https://i.ytimg.com/vi/sAWssQ-lNtk/maxresdefault.jpg,2020,309,65,C,,,,,raw,
lrb4J1DOy9g,Ivo Fabijan Mrvelj - Kad Sklopim Oči | Braća Kumerle (iZLET) cover,2020-05-10,PT3M13S,18022,493,77,False,1926,https://i.ytimg.com/vi/lrb4J1DOy9g/sddefault.jpg,2020,193,65,C,,,,,raw,
D3AV6rovdtg,Đani Maršan - Bože čuvaj Hrvatsku 🎵🎶 (braća Kumerle cover),2020-04-12,PT2M49S,1331,57,4,False,819,https://i.ytimg.com/vi/D3AV6rovdtg/sddefault.jpg,2020,169,58.98,C,,,,,raw,
Jp3qagACIrQ,Frane Šiško - Rodila me majka Hrvatica (braća Kumerle cover),2020-04-05,PT3M36S,4289,152,16,False,1642,https://i.ytimg.com/vi/Jp3qagACIrQ/sddefault.jpg,2020,216,65,C,,,,,raw,
AhoDHz_8T3M,Dražen Žanko - Od stoljeća sedmog 🎵🎶 (braća Kumerle cover),2020-03-29,PT3M31S,2101,62,12,False,1751,https://i.ytimg.com/vi/AhoDHz_8T3M/maxresdefault.jpg,2020,211,65,C,,,,,raw,
EVdW9pZ6xck,iZLET - Isuse moj | OFFICIAL VIDEO,2020-03-27,PT4M33S,1594,79,11,False,942,https://i.ytimg.com/vi/EVdW9pZ6xck/sddefault.jpg,2020,273,65,C,,,,,raw,
96kmdxOyeL4,Bojna Čavoglave Cover - Glazbeni Odgovor na Pokušaje Zabrane 🇭🇷 | Braća Kumerle,2020-03-22,PT4M41S,18431,573,76,False,4968,https://i.ytimg.com/vi/96kmdxOyeL4/maxresdefault.jpg,2020,281,65,C,,,,,raw,
Bb1gP-nI_iI,iZLET - Tko si ti | OFFICIAL VIDEO,2020-03-18,PT3M41S,203,12,0,False,451,https://i.ytimg.com/vi/Bb1gP-nI_iI/sddefault.jpg,2020,221,45.0,C,,,,,raw,
WQKBBdlfxQU,Vilo Velebita 🎵🎶 (braća Kumerle cover),2020-03-08,PT2M42S,2860,135,11,False,946,https://i.ytimg.com/vi/WQKBBdlfxQU/sddefault.jpg,2020,162,65,C,,,,,raw,
Rj6nTT66lsY,iZLET - Osmijeh je bitan | OFFICIAL VIDEO,2020-03-04,PT3M11S,275,10,0,False,453,https://i.ytimg.com/vi/Rj6nTT66lsY/hqdefault.jpg,2020,191,45.0,C,,,,,raw,
0EoiPvI0pqI,"Marjane, Marjane 🎵🎶 (braća Kumerle cover)",2020-03-01,PT2M28S,2679,95,10,False,1331,https://i.ytimg.com/vi/0EoiPvI0pqI/maxresdefault.jpg,2020,148,65,C,,,,,raw,
-2RvRfpKVqM,Toni Ćavar - Hercegovci širom svijeta 🎵🎶 (braća Kumerle cover),2020-02-23,PT3M49S,2002,67,13,False,818,https://i.ytimg.com/vi/-2RvRfpKVqM/sddefault.jpg,2020,229,65,C,,,,,raw,
K90ntS9oIEM,iZLET - Čast | OFFICIAL VIDEO,2019-11-10,PT4M8S,4915,105,20,True,1762,https://i.ytimg.com/vi/K90ntS9oIEM/maxresdefault.jpg,2019,248,75,A,,,,,raw,
VkML3HTQIsA,Samo reci riječ 🎵🎶 (braća Kumerle cover),2019-09-30,PT4M19S,591,33,5,False,961,https://i.ytimg.com/vi/VkML3HTQIsA/maxresdefault.jpg,2019,259,60.56,C,,,,,raw,
GCW4uYcJTbs,Nezavisna Država Hrvatska 🇭🇷 ft. Tomislav Lučić (Veteran & BBB Legenda) | Braća Kumerle,2019-09-13,PT2M37S,33494,922,124,False,2971,https://i.ytimg.com/vi/GCW4uYcJTbs/maxresdefault.jpg,2019,157,65,C,,,,,raw,
WCFpIPXpXJc,Ivo Fabijan Mrvelj - Pjesma o Grgi 🎵🎶 (braća Kumerle cover),2019-09-02,PT3M38S,36068,621,89,False,1652,https://i.ytimg.com/vi/WCFpIPXpXJc/maxresdefault.jpg,2019,218,65,C,,,,,raw,
1gPfgO3daPk,"iZLET - Čast [album Katarza, 2019.]",2019-08-23,PT4M8S,1193,25,1,True,829,https://i.ytimg.com/vi/1gPfgO3daPk/maxresdefault.jpg,2019,248,61.02,C,,,,,raw,
u_V9dF2kqv0,"iZLET - U svijetu bajki [album Katarza, 2019.]",2019-08-23,PT4M21S,472,13,0,False,430,https://i.ytimg.com/vi/u_V9dF2kqv0/maxresdefault.jpg,2019,261,45.0,C,,,,,raw,
qED4w7e6b_8,"iZLET - Uredi se [album Katarza, 2019.]",2019-08-23,PT2M32S,429,6,1,False,430,https://i.ytimg.com/vi/qED4w7e6b_8/maxresdefault.jpg,2019,152,48.7,C,,,,,raw,
1PbmjHqVu-s,"iZLET - Tko si ti [album Katarza, 2019.]",2019-08-23,PT3M42S,339,8,0,False,430,https://i.ytimg.com/vi/1PbmjHqVu-s/maxresdefault.jpg,2019,222,44.31,C,,,,,raw,
doTeB1CQGEE,"iZLET - Urota duhova [album Katarza, 2019.]",2019-08-23,PT4M8S,948,23,2,False,1078,https://i.ytimg.com/vi/doTeB1CQGEE/maxresdefault.jpg,2019,248,54.54,C,,,,,raw,
v8CPTyqaWQ0,"iZLET - Oceana [album Katarza, 2019.]",2019-08-23,PT4M1S,238,6,0,False,430,https://i.ytimg.com/vi/v8CPTyqaWQ0/maxresdefault.jpg,2019,241,42.68,C,,,,,raw,
xTKPFeNEtl4,"iZLET - Siluete [album Katarza, 2019.]",2019-08-23,PT2M25S,207,3,0,False,430,https://i.ytimg.com/vi/xTKPFeNEtl4/maxresdefault.jpg,2019,145,39.03,C,,,,,raw,
QKr3uo8vIe8,"iZLET - Zaklopi moje oči [album Katarza, 2019.]",2019-08-23,PT3M40S,390,6,1,False,958,https://i.ytimg.com/vi/QKr3uo8vIe8/maxresdefault.jpg,2019,220,48.7,C,,,,,raw,
VTkmEP4YEw8,"iZLET - Zašto šutim [album Katarza, 2019.]",2019-08-23,PT3M57S,248,6,0,False,430,https://i.ytimg.com/vi/VTkmEP4YEw8/maxresdefault.jpg,2019,237,42.68,C,,,,,raw,
isEGgQ8Eyic,"iZLET - Čaroban otok [album Katarza, 2019.]",2019-08-23,PT2M43S,278,8,0,False,430,https://i.ytimg.com/vi/isEGgQ8Eyic/maxresdefault.jpg,2019,163,44.31,C,,,,,raw,
wE5qzHgG10I,"iZLET - Poslije svega [album Katarza, 2019.]",2019-08-23,PT2M53S,313,6,3,False,430,https://i.ytimg.com/vi/wE5qzHgG10I/maxresdefault.jpg,2019,173,54.72,C,,,,,raw,
KbjXcqMWfgg,"iZLET - Princeza Tea [album Katarza, 2019.]",2019-08-23,PT3M53S,268,6,0,False,430,https://i.ytimg.com/vi/KbjXcqMWfgg/maxresdefault.jpg,2019,233,42.68,C,,,,,raw,
KfdFt9k58uU,"iZLET - Ponekad [album Katarza, 2019.]",2019-08-23,PT2M41S,218,3,1,False,430,https://i.ytimg.com/vi/KfdFt9k58uU/maxresdefault.jpg,2019,161,45.05,C,,,,,raw,
GJdfwimiOsQ,"iZLET - Kokosovo mlijeko [album Katarza, 2019.]",2019-08-23,PT3M28S,297,6,1,False,430,https://i.ytimg.com/vi/GJdfwimiOsQ/maxresdefault.jpg,2019,208,48.7,C,,,,,raw,
Axscpf6ak7I,"iZLET - Osmijeh je bitan [album Katarza, 2019.]",2019-08-23,PT3M10S,391,10,0,False,430,https://i.ytimg.com/vi/Axscpf6ak7I/maxresdefault.jpg,2019,190,45.0,C,,,,,raw,
ARk01HV2ic8,iZLET - Hrabrost,2019-08-10,PT3M32S,481,33,4,False,987,https://i.ytimg.com/vi/ARk01HV2ic8/sddefault.jpg,2019,212,58.98,C,,,,,raw,
xPdDBJqwF0M,Harambašić/Vilhar - Starčevićeva himna (braća Kumerle),2019-07-27,PT3M37S,1154,47,2,False,518,https://i.ytimg.com/vi/xPdDBJqwF0M/sddefault.jpg,2019,217,54.54,C,,,,,raw,
maMhdXJuvXo,Oliver Dragojević - Trag u beskraju 🎵🎶 (braća Kumerle cover),2019-07-12,PT4M16S,1095,38,1,False,1597,https://i.ytimg.com/vi/maMhdXJuvXo/sddefault.jpg,2019,256,51.02,C,,,,,raw,
xdgom7QItq8,"Braća Kumerle (iZLET) u ŽIVO ""Svjetski dan glazbe"" Cvjetni trg, Zagreb, 21.6.2019.",2019-06-22,PT46M14S,266,15,0,False,693,https://i.ytimg.com/vi/xdgom7QItq8/sddefault.jpg,2019,2774,45.0,C,,,,,raw,
H62ko3KrSVs,"Braća Kumerle (iZLET) u ŽIVO ""Nova ploča"", Zagreb 13.4.2019.",2019-04-13,PT17M27S,165,7,0,False,510,https://i.ytimg.com/vi/H62ko3KrSVs/sddefault.jpg,2019,1047,43.55,C,,,,,raw,
QeNd7IbWGRY,Braća Kumerle feat. Marko Jurič - Gori Oluja,2019-04-10,PT4M10S,2510,103,5,False,1109,https://i.ytimg.com/vi/QeNd7IbWGRY/sddefault.jpg,2019,250,60.56,C,,,,,raw,
nVfcgfJY-n4,Braća Kumerle na Podcast Velebit | Akustični nastup koji će vas oduševiti,2019-04-10,PT21M26S,1018,26,2,False,1024,https://i.ytimg.com/vi/nVfcgfJY-n4/maxresdefault.jpg,2019,1286,54.54,C,,,,,raw,
ZO2TDR8-ds4,"Braća Kumerle (iZLET) u ŽIVO ""Vinyl Bar "", Zagreb 15.3.2019.",2019-03-16,PT31M35S,176,5,1,False,497,https://i.ytimg.com/vi/ZO2TDR8-ds4/sddefault.jpg,2019,1895,47.69,C,,,,,raw,
Hl_FpyiuK4k,"iZLET - Ti si čudesna [album Nikad ne znaš, to je ono..., 2016.]",2019-02-19,PT3M23S,92,5,2,False,430,https://i.ytimg.com/vi/Hl_FpyiuK4k/sddefault.jpg,2019,203,51.21,C,,,,,raw,
i3OD34eJkb0,iZLET - Nema Mjesta | OFFICIAL VIDEO,2019-02-12,PT3M16S,522,22,2,False,3059,https://i.ytimg.com/vi/i3OD34eJkb0/maxresdefault.jpg,2019,196,54.54,C,,,,,raw,
bm_Vg2DuLMI,"Braća Kumerle (iZLET) u ŽIVO ""Let's Rock festival"", Zagreb 9.2.2019.",2019-02-10,PT22M12S,200,6,3,False,500,https://i.ytimg.com/vi/bm_Vg2DuLMI/sddefault.jpg,2019,1332,54.72,C,,,,,raw,
-4KDf_fauUI,Mate Bulić - Domu mom 🎵🎶 (braća Kumerle cover),2018-12-21,PT4M26S,1443,29,5,False,1351,https://i.ytimg.com/vi/-4KDf_fauUI/maxresdefault.jpg,2018,266,68.56,A,,,,,raw,
LW0Om2bBluc,"iZLET - Šoram snjegovića (live @ Aquarius club, Zagreb)",2018-12-10,PT2M59S,95,1,3,False,957,https://i.ytimg.com/vi/LW0Om2bBluc/maxresdefault.jpg,2018,179,54.56,C,,,,,raw,
ei9KOTzdoWg,"Braća Kumerle (iZLET) u ŽIVO ""Imagine festival"" Trg bana Josipa Jelačića, Zagreb 9.12.2018.",2018-12-09,PT7M55S,160,4,3,False,681,https://i.ytimg.com/vi/ei9KOTzdoWg/sddefault.jpg,2018,475,60.53,C,,,,,raw,
NOd5DcwBB-w,iZLET - Obale se tope,2018-11-25,PT3M30S,4372,33,9,False,2720,https://i.ytimg.com/vi/NOd5DcwBB-w/hqdefault.jpg,2018,210,73.0,A,,,,,raw,
2BfSlu5n-A8,"Braća Kumerle (iZLET) u ŽIVO ""Cadillac club Zagreb"" 24.11.2018.",2018-11-25,PT19M50S,230,5,1,False,684,https://i.ytimg.com/vi/2BfSlu5n-A8/sddefault.jpg,2018,1190,55.69,C,,,,,raw,
K9Bc5VXOoGQ,"Braća Kumerle (iZLET) u ŽIVO ""Hard Place"", Zagreb 09.10.2018.",2018-10-10,PT51M38S,64,5,0,False,505,https://i.ytimg.com/vi/K9Bc5VXOoGQ/sddefault.jpg,2018,3098,49.67,C,,,,,raw,
VBHV3DL9kw4,"Braća Kumerle (iZLET) u ŽIVO MK ""Fantomi"", Čazma, 15.9.2018.",2018-09-17,PT58M21S,77,3,0,False,505,https://i.ytimg.com/vi/VBHV3DL9kw4/sddefault.jpg,2018,3501,47.03,C,,,,,raw,
VxrFssBa_Go,"Braća Kumerle (iZLET) u ŽIVO ""South Point - Rock&Ride"", Konavle, 10.8.2018.",2018-08-16,PT37M53S,156,5,0,False,505,https://i.ytimg.com/vi/VxrFssBa_Go/sddefault.jpg,2018,2273,49.67,C,,,,,raw,
AzIAgVPLglo,iZLET - Tužni odlazak | OFFICIAL VIDEO,2018-08-06,PT4M26S,345,9,1,False,1315,https://i.ytimg.com/vi/AzIAgVPLglo/maxresdefault.jpg,2018,266,59.02,C,,,,,raw,
JJ0WY6c-p1Y,"Braća Kumerle (iZLET) u ŽIVO ""Svjetski dan glazbe"" Europski trg, Zagreb, 21.6.2018.",2018-07-08,PT22M51S,67,4,0,False,559,https://i.ytimg.com/vi/JJ0WY6c-p1Y/sddefault.jpg,2018,1371,48.48,C,,,,,raw,
UBVe9a6pg8I,"Braća Kumerle (iZLET) u ŽIVO ""Cadillac club"", Zagreb, 4.5.2018.",2018-05-10,PT3M11S,89,2,1,False,533,https://i.ytimg.com/vi/UBVe9a6pg8I/sddefault.jpg,2018,191,51.18,C,,,,,raw,
lY9kimoSlb0,"Braća Kumerle (iZLET) u ŽIVO ""Route 66"", Zagreb, 6.4.2018.",2018-05-01,PT26M22S,56,2,2,False,505,https://i.ytimg.com/vi/lY9kimoSlb0/sddefault.jpg,2018,1582,54.7,C,,,,,raw,
eCMN02oeO0U,"Braća Kumerle (iZLET)  u ŽIVO ""Jiggy bar"", Zagreb, 26.4.2018.",2018-05-01,PT26M20S,47,4,0,False,505,https://i.ytimg.com/vi/eCMN02oeO0U/sddefault.jpg,2018,1580,48.48,C,,,,,raw,
geFGX-TRLNM,"Braća Kumerle (iZLET) u ŽIVO ""Elektronium Lab"" 30.4.2018.",2018-05-01,PT30M54S,103,2,0,False,505,https://i.ytimg.com/vi/geFGX-TRLNM/sddefault.jpg,2018,1854,45.16,C,,,,,raw,
jTwfvrf9SoM,"iZLET - Pernastica [album Nikad ne znaš, to je ono..., 2016.]",2017-12-19,PT3M30S,324,8,1,False,1363,https://i.ytimg.com/vi/jTwfvrf9SoM/sddefault.jpg,2017,210,58.33,C,,,,,raw,
uYzk4ENyt4E,"iZLET - Dva gemišta [album Nikad ne znaš, to je ono..., 2016.]",2017-12-19,PT2M36S,251,9,2,False,664,https://i.ytimg.com/vi/uYzk4ENyt4E/sddefault.jpg,2017,156,62.54,C,,,,,raw,
xA0FRa4rTBM,"iZLET - Oni spavaju [album Nikad ne znaš, to je ono..., 2016.]",2017-12-19,PT3M43S,132,4,0,False,664,https://i.ytimg.com/vi/xA0FRa4rTBM/sddefault.jpg,2017,223,48.48,C,,,,,raw,
HHNCp38peXg,"iZLET - Svemir [album Nikad ne znaš, to je ono..., 2016.]",2017-12-19,PT3M32S,185,4,0,False,1263,https://i.ytimg.com/vi/HHNCp38peXg/sddefault.jpg,2017,212,48.48,C,,,,,raw,
